trip10%,trip1%,passenger10%,passenger1%
129743,,128441,
129744,,128485,
129747,,128490,
129748,,128495,
129749,,128504,
129750,,128513,
129756,,128536,
129757,,128538,
129765,,128559,
129766,,128581,
129772,,128585,
129773,,128593,
129864,,128613,
129865,,128633,
129866,,128661,
129867,,128664,
129876,,128672,
129931,,128679,
129932,,128685,
129933,,128689,
129960,,128710,
129979,,128725,
129980,,128729,
129990,,128763,
129991,,128774,
130021,,128789,
130022,,128793,
130026,,128803,
130027,,128807,
130048,,128808,
130061,,128819,
130062,,128823,
130063,,128832,
130137,,128836,
130138,,128842,
130143,,128858,
130144,,128859,
130169,,128871,
130170,,128874,
130171,,128877,
130177,,128884,
130198,,128887,
130199,,128895,
130200,,128897,
130217,,128905,
130218,,128907,
130233,,128924,
130234,,128947,
130260,,128956,
130270,,128959,
130271,,128965,
130303,,128968,
130304,,128972,
130309,,128973,
130316,,128989,
130317,,129012,
130343,,129014,
130344,,129037,
130446,,129038,
130454,,129045,
130470,,129053,
130491,,129066,
130492,,129070,
130518,,129074,
130519,,129081,
130579,,129093,
130598,,129099,
130599,,129106,
130610,,129116,
130616,,129117,
130621,,129119,
130690,,129124,
130704,,129132,
130705,,129147,
130714,,129150,
130715,,129176,
130716,,129187,
130717,,129192,
130752,,129281,
130753,,129296,
130754,,129315,
130755,,129327,
130765,,129336,
130766,,129350,
130786,,129370,
130790,,129399,
130832,,129400,
130833,,129414,
130846,,129440,
130847,,129454,
130874,,129470,
130875,,129478,
130889,,129497,
130890,,129500,
130891,,129506,
130896,,129517,
130897,,129524,
130902,,129527,
130916,,129544,
130917,,129560,
130930,,129568,
130935,,129572,
130936,,129573,
130937,,129580,
130938,,129656,
130945,,129659,
130946,,129665,
130975,,129668,
130976,,129669,
130980,,129676,
130981,,129683,
131046,,129699,
131047,,129701,
131048,,129721,
131051,,129730,
131052,,129737,
131053,,129740,
131060,,129743,
131073,,129747,
131074,,129750,
131075,,129762,
131085,,129769,
131092,,129778,
131093,,129786,
131103,,129793,
131111,,129803,
131122,,129824,
131123,,129826,
131126,,129830,
131182,,129838,
131183,,129839,
131186,,129842,
131187,,129856,
131188,,129861,
131204,,129862,
131205,,129876,
131237,,129879,
131238,,129895,
131239,,129898,
131244,,129899,
131245,,129902,
131255,,129920,
131256,,129922,
131264,,129923,
131271,,129933,
131288,,129961,
131289,,129981,
131303,,129995,
131304,,129999,
131312,,130019,
131313,,130033,
131314,,130034,
131315,,130042,
131330,,130043,
131331,,130044,
131347,,130048,
131348,,130050,
131354,,130061,
131355,,130066,
131358,,130073,
131359,,130074,
131360,,130106,
131366,,130117,
131367,,130124,
131372,,130135,
131373,,130137,
131403,,130162,
131413,,130171,
131426,,130177,
131427,,130184,
131500,,130189,
131501,,130193,
131524,,130201,
131531,,130206,
131532,,130209,
131533,,130222,
131534,,130227,
131537,,130237,
131538,,130252,
131566,,130272,
131567,,130274,
131598,,130280,
131599,,130281,
131616,,130282,
131624,,130329,
131640,,130333,
131650,,130336,
131651,,130350,
131657,,130360,
131658,,130361,
131665,,130366,
131666,,130388,
131683,,130399,
131684,,130402,
131713,,130411,
131740,,130416,
131784,,130422,
131785,,130425,
131786,,130426,
131822,,130437,
131823,,130452,
131824,,130471,
131836,,130490,
131837,,130499,
131838,,130500,
131843,,130504,
131844,,130539,
131845,,130543,
131857,,130551,
131858,,130552,
131905,,130569,
131906,,130575,
131909,,130576,
131922,,130579,
131923,,130580,
131924,,130597,
131925,,130603,
131957,,130611,
131958,,130625,
132024,,130635,
132025,,130642,
132058,,130645,
132059,,130653,
132082,,130667,
132083,,130678,
132092,,130680,
132093,,130688,
132163,,130690,
132188,,130707,
132216,,130709,
132227,,130725,
132228,,130756,
132229,,130761,
132264,,130767,
132265,,130773,
132309,,130778,
132352,,130786,
132353,,130788,
132361,,130805,
132397,,130810,
132398,,130815,
132409,,130829,
132419,,130836,
132420,,130857,
132441,,130868,
132468,,130904,
132488,,130919,
132519,,130929,
132520,,130930,
132521,,130931,
132541,,130937,
132542,,130949,
132567,,130977,
132709,,130989,
132710,,130990,
132757,,131001,
132763,,131007,
132770,,131016,
132792,,131019,
132793,,131020,
132807,,131033,
132808,,131037,
132860,,131041,
132861,,131042,
132867,,131082,
132868,,131087,
132869,,131094,
132924,,131103,
132940,,131111,
132941,,131138,
132942,,131146,
132955,,131149,
132956,,131156,
132957,,131161,
132993,,131204,
132994,,131214,
132999,,131229,
133000,,131237,
133015,,131303,
133053,,131320,
133070,,131337,
133071,,131351,
133088,,131361,
133089,,131370,
133090,,131385,
133103,,131399,
133148,,131404,
133149,,131416,
133150,,131422,
133151,,131433,
133152,,131435,
133174,,131436,
133180,,131441,
133181,,131445,
133182,,131449,
133183,,131467,
133186,,131472,
133200,,131478,
133201,,131489,
133229,,131491,
133248,,131497,
133249,,131528,
133255,,131556,
133256,,131558,
133297,,131563,
133301,,131564,
133302,,131570,
133344,,131585,
133346,,131593,
133347,,131598,
133364,,131601,
133365,,131616,
133366,,131624,
133367,,131635,
133423,,131640,
133424,,131649,
133432,,131670,
133433,,131696,
133446,,131698,
133447,,131705,
133473,,131717,
133474,,131737,
133475,,131740,
133495,,131745,
133496,,131747,
133504,,131753,
133505,,131760,
133519,,131769,
133520,,131792,
133525,,131797,
133526,,131806,
133597,,131809,
133624,,131825,
133625,,131831,
133630,,131836,
133648,,131842,
133675,,131875,
133676,,131877,
133695,,131880,
133696,,131882,
133746,,131891,
133747,,131902,
133757,,131904,
133758,,131919,
133766,,131951,
133767,,131969,
133777,,131978,
133778,,131988,
133779,,131991,
133780,,132005,
133804,,132021,
133805,,132025,
133806,,132028,
133807,,132040,
133808,,132063,
133809,,132082,
133848,,132084,
133849,,132099,
133876,,132102,
133878,,132105,
133879,,132118,
133897,,132150,
133898,,132161,
133923,,132180,
133924,,132187,
133925,,132199,
133928,,132215,
133929,,132230,
133966,,132238,
133967,,132251,
134016,,132278,
134017,,132288,
134040,,132316,
134041,,132344,
134044,,132345,
134045,,132351,
134094,,132353,
134095,,132360,
134138,,132379,
134145,,132400,
134146,,132419,
134147,,132444,
134150,,132455,
134151,,132462,
134177,,132466,
134178,,132473,
134186,,132476,
134199,,132485,
134200,,132488,
134229,,132491,
134230,,132503,
134255,,132517,
134256,,132536,
134257,,132547,
134258,,132548,
134300,,132558,
134301,,132565,
134330,,132582,
134331,,132585,
134349,,132587,
134370,,132618,
134371,,132621,
134372,,132634,
134378,,132637,
134427,,132642,
134429,,132646,
134430,,132659,
134433,,132660,
134434,,132674,
134444,,132700,
134445,,132708,
134477,,132723,
134478,,132724,
134520,,132725,
134521,,132726,
134522,,132732,
134523,,132766,
134531,,132768,
134544,,132776,
134554,,132786,
134559,,132803,
134560,,132824,
134561,,132826,
134565,,132827,
134566,,132861,
134601,,132871,
134612,,132873,
134613,,132874,
134632,,132880,
134636,,132897,
134722,,132940,
134726,,132941,
134727,,132942,
134733,,132955,
134734,,132971,
134735,,132977,
134771,,132978,
134772,,132981,
134778,,132990,
134779,,132995,
134780,,133001,
134806,,133003,
134807,,133025,
134811,,133045,
134814,,133046,
134815,,133062,
134828,,133065,
134829,,133073,
134830,,133091,
134831,,133093,
134851,,133096,
134852,,133113,
134856,,133115,
134857,,133128,
134870,,133141,
134908,,133142,
134936,,133151,
134937,,133156,
134992,,133157,
134993,,133158,
135004,,133160,
135027,,133162,
135028,,133163,
135045,,133169,
135046,,133177,
135049,,133178,
135050,,133185,
135057,,133191,
135063,,133196,
135064,,133210,
135066,,133213,
135067,,133239,
135090,,133244,
135110,,133253,
135111,,133276,
135124,,133278,
135125,,133283,
135133,,133287,
135134,,133292,
135139,,133294,
135140,,133307,
135162,,133326,
135187,,133328,
135188,,133335,
135221,,133343,
135222,,133356,
135247,,133370,
135286,,133377,
135287,,133393,
135288,,133402,
135289,,133404,
135290,,133406,
135296,,133407,
135297,,133416,
135328,,133421,
135329,,133430,
135358,,133447,
135359,,133458,
135370,,133461,
135425,,133462,
135433,,133467,
135434,,133483,
135459,,133484,
135463,,133501,
135464,,133502,
135465,,133540,
135466,,133553,
135505,,133555,
135519,,133570,
135520,,133572,
135557,,133574,
135581,,133579,
135597,,133591,
135598,,133598,
135612,,133600,
135613,,133603,
135629,,133623,
135630,,133645,
135632,,133652,
135633,,133656,
135634,,133669,
135640,,133671,
135641,,133678,
135642,,133702,
135643,,133710,
135650,,133721,
135651,,133722,
135668,,133744,
135669,,133754,
135672,,133756,
135673,,133770,
135681,,133774,
135682,,133776,
135683,,133801,
135684,,133858,
135692,,133879,
135694,,133884,
135701,,133896,
135715,,133897,
135720,,133903,
135721,,133912,
135745,,133921,
135746,,133932,
135802,,133944,
135803,,133950,
135804,,133960,
135821,,133966,
135822,,133970,
135828,,133976,
135837,,133980,
135838,,133981,
135839,,133982,
135846,,133983,
135855,,133999,
135856,,134022,
135890,,134023,
135891,,134035,
135898,,134044,
135899,,134045,
135905,,134060,
135956,,134070,
135957,,134071,
135990,,134076,
136012,,134098,
136013,,134120,
136014,,134121,
136035,,134132,
136036,,134137,
136044,,134144,
136055,,134159,
136056,,134178,
136078,,134205,
136145,,134229,
136149,,134231,
136154,,134236,
136155,,134239,
136161,,134273,
136162,,134284,
136167,,134285,
136168,,134290,
136182,,134294,
136183,,134295,
136193,,134297,
136194,,134303,
136198,,134307,
136199,,134317,
136202,,134328,
136203,,134329,
136245,,134338,
136246,,134341,
136274,,134349,
136284,,134355,
136285,,134358,
136290,,134359,
136291,,134378,
136313,,134379,
136314,,134389,
136315,,134399,
136316,,134400,
136318,,134410,
136319,,134417,
136356,,134447,
136357,,134448,
136358,,134484,
136373,,134487,
136374,,134490,
136375,,134513,
136376,,134537,
136391,,134538,
136392,,134564,
136409,,134573,
136410,,134588,
136418,,134589,
136419,,134590,
136445,,134591,
136468,,134600,
136469,,134612,
136474,,134618,
136477,,134623,
136478,,134626,
136486,,134627,
136487,,134629,
136502,,134633,
136513,,134634,
136514,,134654,
136539,,134673,
136540,,134694,
136551,,134699,
136552,,134702,
136559,,134709,
136574,,134710,
136612,,134756,
136621,,134757,
136637,,134758,
136649,,134768,
136650,,134796,
136668,,134806,
136695,,134814,
136696,,134835,
136709,,134838,
136788,,134839,
136789,,134840,
136790,,134860,
136791,,134870,
136836,,134874,
136837,,134878,
136840,,134879,
136841,,134945,
136846,,134962,
136847,,134975,
136848,,134980,
136856,,134983,
136857,,134992,
136858,,135017,
136866,,135029,
136887,,135042,
136888,,135044,
136896,,135072,
136897,,135077,
136919,,135107,
136920,,135120,
136930,,135129,
136942,,135138,
136943,,135139,
136944,,135141,
136969,,135155,
136975,,135170,
136989,,135191,
136990,,135197,
137035,,135207,
137042,,135213,
137045,,135228,
137072,,135237,
137112,,135240,
137113,,135252,
137149,,135262,
137193,,135265,
137194,,135266,
137209,,135274,
137210,,135278,
137240,,135280,
137241,,135286,
137256,,135295,
137257,,135298,
137258,,135309,
137269,,135312,
137270,,135317,
137273,,135330,
137323,,135341,
137330,,135360,
137331,,135363,
137339,,135366,
137340,,135371,
137374,,135376,
137375,,135378,
137404,,135393,
137407,,135394,
137408,,135397,
137419,,135402,
137420,,135406,
137421,,135419,
137422,,135422,
137423,,135434,
137431,,135438,
137436,,135450,
137437,,135456,
137439,,135468,
137440,,135499,
137441,,135501,
137468,,135511,
137469,,135517,
137483,,135521,
137484,,135533,
137509,,135542,
137510,,135545,
137511,,135554,
137536,,135557,
137537,,135561,
137541,,135566,
137553,,135568,
137670,,135581,
137675,,135590,
137676,,135594,
137688,,135636,
137689,,135648,
137691,,135653,
137692,,135655,
137700,,135682,
137713,,135701,
137741,,135719,
137742,,135738,
137769,,135756,
137774,,135770,
137775,,135778,
137780,,135784,
137786,,135791,
137788,,135794,
137789,,135797,
137790,,135801,
137792,,135824,
137793,,135834,
137814,,135858,
137830,,135864,
137831,,135867,
137872,,135868,
137873,,135892,
137878,,135902,
137898,,135904,
137900,,135919,
137901,,135933,
137904,,135936,
137905,,135947,
137906,,135950,
137907,,135970,
137935,,135994,
137936,,135995,
137966,,136005,
137967,,136010,
137968,,136014,
137969,,136016,
137970,,136018,
137974,,136028,
137975,,136042,
137987,,136046,
137988,,136050,
137996,,136062,
137997,,136084,
138004,,136106,
138009,,136128,
138010,,136136,
138020,,136159,
138021,,136163,
138022,,136166,
138042,,136175,
138043,,136186,
138056,,136193,
138057,,136197,
138069,,136201,
138072,,136205,
138073,,136220,
138078,,136235,
138088,,136253,
138098,,136257,
138122,,136263,
138124,,136267,
138125,,136271,
138159,,136276,
138160,,136290,
138180,,136294,
138181,,136298,
138182,,136313,
138213,,136334,
138214,,136335,
138215,,136341,
138216,,136342,
138225,,136343,
138226,,136354,
138227,,136364,
138252,,136368,
138253,,136372,
138271,,136379,
138272,,136380,
138278,,136405,
138284,,136416,
138348,,136438,
138349,,136440,
138356,,136441,
138360,,136462,
138361,,136473,
138366,,136477,
138367,,136479,
138376,,136484,
138379,,136487,
138380,,136489,
138381,,136493,
138394,,136508,
138405,,136514,
138406,,136523,
138429,,136540,
138430,,136554,
138432,,136568,
138434,,136588,
138435,,136605,
138436,,136625,
138437,,136629,
138442,,136640,
138443,,136668,
138446,,136670,
138447,,136672,
138457,,136681,
138458,,136685,
138464,,136693,
138465,,136707,
138506,,136710,
138508,,136726,
138509,,136728,
138564,,136731,
138565,,136754,
138593,,136756,
138594,,136759,
138595,,136780,
138598,,136787,
138599,,136800,
138602,,136809,
138603,,136811,
138612,,136814,
138614,,136821,
138615,,136826,
138635,,136842,
138636,,136849,
138689,,136851,
138690,,136857,
138702,,136867,
138703,,136878,
138715,,136893,
138716,,136912,
138717,,136917,
138718,,136924,
138719,,136935,
138734,,136938,
138735,,136949,
138737,,136966,
138738,,136986,
138739,,136987,
138769,,136992,
138770,,137011,
138784,,137023,
138785,,137079,
138803,,137096,
138804,,137107,
138805,,137119,
138844,,137121,
138845,,137159,
138846,,137168,
138847,,137175,
138857,,137180,
138862,,137182,
138863,,137195,
138884,,137204,
138885,,137213,
138889,,137254,
138890,,137264,
138902,,137265,
138925,,137275,
138926,,137281,
138927,,137301,
138931,,137304,
138935,,137307,
138936,,137335,
138948,,137340,
138962,,137348,
138963,,137365,
138982,,137383,
138983,,137388,
138984,,137399,
138985,,137403,
138986,,137406,
139049,,137431,
139065,,137438,
139101,,137459,
139102,,137477,
